x1,x2,x3,x4,y
1190.0001,60.0001,8.0001,175.0001,0.875
1190.0001,60.0001,8.0001,180.0001,0.875
1190.0001,60.0001,8.0001,185.0001,0.875
1190.0001,60.0001,8.0001,190.0001,0.875
1190.0001,60.0001,8.0001,195.0001,0.875
1190.0001,60.0001,8.0001,200.0001,0.875
2455.0001,40.0001,2.0001,10.0001,0.125
2455.0001,40.0001,2.0001,15.0001,0.125
2455.0001,40.0001,2.0001,20.0001,0.125
2455.0001,40.0001,2.0001,25.0001,0.125
2455.0001,40.0001,2.0001,30.0001,0.375
2455.0001,40.0001,2.0001,35.0001,0.375
2455.0001,40.0001,2.0001,40.0001,0.625
2455.0001,40.0001,2.0001,45.0001,0.625
2455.0001,40.0001,2.0001,50.0001,0.625
2455.0001,40.0001,2.0001,55.0001,0.625
2455.0001,40.0001,2.0001,60.0001,0.625
2455.0001,40.0001,2.0001,65.0001,0.625
2455.0001,40.0001,2.0001,70.0001,0.625
2455.0001,40.0001,2.0001,75.0001,0.625
2455.0001,40.0001,2.0001,80.0001,0.625
2455.0001,40.0001,2.0001,85.0001,0.625
2455.0001,40.0001,2.0001,90.0001,0.875
2455.0001,40.0001,2.0001,95.0001,0.875
2455.0001,40.0001,2.0001,100.0001,0.875
2455.0001,40.0001,2.0001,105.0001,0.875
2455.0001,40.0001,2.0001,110.0001,0.875
2455.0001,40.0001,2.0001,115.0001,0.875
2455.0001,40.0001,2.0001,120.0001,0.875
2455.0001,40.0001,2.0001,125.0001,0.875
2455.0001,40.0001,2.0001,130.0001,0.875
2455.0001,40.0001,2.0001,135.0001,0.875
2455.0001,40.0001,2.0001,140.0001,0.875
2455.0001,40.0001,2.0001,145.0001,0.875
2455.0001,40.0001,2.0001,150.0001,0.875
2455.0001,40.0001,2.0001,155.0001,0.875
2455.0001,40.0001,2.0001,160.0001,0.875
2455.0001,40.0001,2.0001,165.0001,0.875
2455.0001,40.0001,2.0001,170.0001,0.875
2455.0001,40.0001,2.0001,175.0001,0.875
2455.0001,40.0001,2.0001,180.0001,0.875
2455.0001,40.0001,2.0001,185.0001,0.875
2455.0001,40.0001,2.0001,190.0001,0.875
2455.0001,40.0001,2.0001,195.0001,0.875
2455.0001,40.0001,2.0001,200.0001,0.875
2455.0001,40.0001,5.0001,10.0001,0.125
2455.0001,40.0001,5.0001,15.0001,0.125
2455.0001,40.0001,5.0001,20.0001,0.125
2455.0001,40.0001,5.0001,25.0001,0.375
2455.0001,40.0001,5.0001,30.0001,0.375
2455.0001,40.0001,5.0001,35.0001,0.625
2455.0001,40.0001,5.0001,40.0001,0.625
2455.0001,40.0001,5.0001,45.0001,0.625
2455.0001,40.0001,5.0001,50.0001,0.625
2455.0001,40.0001,5.0001,55.0001,0.625
2455.0001,40.0001,5.0001,60.0001,0.625
2455.0001,40.0001,5.0001,65.0001,0.875
2455.0001,40.0001,5.0001,70.0001,0.875
2455.0001,40.0001,5.0001,75.0001,0.875
2455.0001,40.0001,5.0001,80.0001,0.875
2455.0001,40.0001,5.0001,85.0001,0.875
2455.0001,40.0001,5.0001,90.0001,0.875
2455.0001,40.0001,5.0001,95.0001,0.875
2455.0001,40.0001,5.0001,100.0001,0.875
2455.0001,40.0001,5.0001,105.0001,0.875
2455.0001,40.0001,5.0001,110.0001,0.875
2455.0001,40.0001,5.0001,115.0001,0.875
2455.0001,40.0001,5.0001,120.0001,0.875
2455.0001,40.0001,5.0001,125.0001,0.875
2455.0001,40.0001,5.0001,130.0001,0.875
2455.0001,40.0001,5.0001,135.0001,0.875
2455.0001,40.0001,5.0001,140.0001,0.875
2455.0001,40.0001,5.0001,145.0001,0.875
2455.0001,40.0001,5.0001,150.0001,0.875
2455.0001,40.0001,5.0001,155.0001,0.875
2455.0001,40.0001,5.0001,160.0001,0.875
2455.0001,40.0001,5.0001,165.0001,0.875
2455.0001,40.0001,5.0001,170.0001,0.875
2455.0001,40.0001,5.0001,175.0001,0.875
2455.0001,40.0001,5.0001,180.0001,0.875
2455.0001,40.0001,5.0001,185.0001,0.875
2455.0001,40.0001,5.0001,190.0001,0.875
2455.0001,40.0001,5.0001,195.0001,0.875
2455.0001,40.0001,5.0001,200.0001,0.875
2455.0001,40.0001,8.0001,10.0001,0.375
2455.0001,40.0001,8.0001,15.0001,0.375
2455.0001,40.0001,8.0001,20.0001,0.375
2455.0001,40.0001,8.0001,25.0001,0.375
2455.0001,40.0001,8.0001,30.0001,0.375
2455.0001,40.0001,8.0001,35.0001,0.625
2455.0001,40.0001,8.0001,40.0001,0.625
2455.0001,40.0001,8.0001,45.0001,0.625
2455.0001,40.0001,8.0001,50.0001,0.625
2455.0001,40.0001,8.0001,55.0001,0.625
2455.0001,40.0001,8.0001,60.0001,0.875
2455.0001,40.0001,8.0001,65.0001,0.875
2455.0001,40.0001,8.0001,70.0001,0.875
2455.0001,40.0001,8.0001,75.0001,0.875
2455.0001,40.0001,8.0001,80.0001,0.875
2455.0001,40.0001,8.0001,85.0001,0.875
2455.0001,40.0001,8.0001,90.0001,0.875
2455.0001,40.0001,8.0001,95.0001,0.875
2455.0001,40.0001,8.0001,100.0001,0.875
2455.0001,40.0001,8.0001,105.0001,0.875
2455.0001,40.0001,8.0001,110.0001,0.875
2455.0001,40.0001,8.0001,115.0001,0.875
2455.0001,40.0001,8.0001,120.0001,0.875
2455.0001,40.0001,8.0001,125.0001,0.875
2455.0001,40.0001,8.0001,130.0001,0.875
2455.0001,40.0001,8.0001,135.0001,0.875
2455.0001,40.0001,8.0001,140.0001,0.875
2455.0001,40.0001,8.0001,145.0001,0.875
2455.0001,40.0001,8.0001,150.0001,0.875
2455.0001,40.0001,8.0001,155.0001,0.875
2455.0001,40.0001,8.0001,160.0001,0.875
2455.0001,40.0001,8.0001,165.0001,0.875
2455.0001,40.0001,8.0001,170.0001,0.875
2455.0001,40.0001,8.0001,175.0001,0.875
2455.0001,40.0001,8.0001,180.0001,0.875
2455.0001,40.0001,8.0001,185.0001,0.875
2455.0001,40.0001,8.0001,190.0001,0.875
2455.0001,40.0001,8.0001,195.0001,0.875
2455.0001,40.0001,8.0001,200.0001,0.875
2455.0001,50.0001,2.0001,10.0001,0.125
2455.0001,50.0001,2.0001,15.0001,0.125
2455.0001,50.0001,2.0001,20.0001,0.125
2455.0001,50.0001,2.0001,25.0001,0.125
2455.0001,50.0001,2.0001,30.0001,0.125
2455.0001,50.0001,2.0001,35.0001,0.375
2455.0001,50.0001,2.0001,40.0001,0.625
2455.0001,50.0001,2.0001,45.0001,0.625
2455.0001,50.0001,2.0001,50.0001,0.625
2455.0001,50.0001,2.0001,55.0001,0.625
2455.0001,50.0001,2.0001,60.0001,0.625
2455.0001,50.0001,2.0001,65.0001,0.625
2455.0001,50.0001,2.0001,70.0001,0.625
2455.0001,50.0001,2.0001,75.0001,0.625
2455.0001,50.0001,2.0001,80.0001,0.625
2455.0001,50.0001,2.0001,85.0001,0.625
2455.0001,50.0001,2.0001,90.0001,0.625
2455.0001,50.0001,2.0001,95.0001,0.625
2455.0001,50.0001,2.0001,100.0001,0.625
2455.0001,50.0001,2.0001,105.0001,0.625
2455.0001,50.0001,2.0001,110.0001,0.625
2455.0001,50.0001,2.0001,115.0001,0.625
2455.0001,50.0001,2.0001,120.0001,0.625
2455.0001,50.0001,2.0001,125.0001,0.625
2455.0001,50.0001,2.0001,130.0001,0.875
2455.0001,50.0001,2.0001,135.0001,0.875
2455.0001,50.0001,2.0001,140.0001,0.875
2455.0001,50.0001,2.0001,145.0001,0.875
2455.0001,50.0001,2.0001,150.0001,0.875
2455.0001,50.0001,2.0001,155.0001,0.875
2455.0001,50.0001,2.0001,160.0001,0.875
2455.0001,50.0001,2.0001,165.0001,0.875
2455.0001,50.0001,2.0001,170.0001,0.875
2455.0001,50.0001,2.0001,175.0001,0.875
2455.0001,50.0001,2.0001,180.0001,0.875
2455.0001,50.0001,2.0001,185.0001,0.875
2455.0001,50.0001,2.0001,190.0001,0.875
2455.0001,50.0001,2.0001,195.0001,0.875
2455.0001,50.0001,2.0001,200.0001,0.875
2455.0001,50.0001,5.0001,10.0001,0.125
2455.0001,50.0001,5.0001,15.0001,0.125
2455.0001,50.0001,5.0001,20.0001,0.125
2455.0001,50.0001,5.0001,25.0001,0.125
2455.0001,50.0001,5.0001,30.0001,0.125
2455.0001,50.0001,5.0001,35.0001,0.375
2455.0001,50.0001,5.0001,40.0001,0.625
2455.0001,50.0001,5.0001,45.0001,0.625
2455.0001,50.0001,5.0001,50.0001,0.625
2455.0001,50.0001,5.0001,55.0001,0.625
2455.0001,50.0001,5.0001,60.0001,0.625
2455.0001,50.0001,5.0001,65.0001,0.625
2455.0001,50.0001,5.0001,70.0001,0.625
2455.0001,50.0001,5.0001,75.0001,0.625
2455.0001,50.0001,5.0001,80.0001,0.625
2455.0001,50.0001,5.0001,85.0001,0.625
2455.0001,50.0001,5.0001,90.0001,0.625
2455.0001,50.0001,5.0001,95.0001,0.625
2455.0001,50.0001,5.0001,100.0001,0.875
2455.0001,50.0001,5.0001,105.0001,0.875
2455.0001,50.0001,5.0001,110.0001,0.875
2455.0001,50.0001,5.0001,115.0001,0.875
2455.0001,50.0001,5.0001,120.0001,0.875
2455.0001,50.0001,5.0001,125.0001,0.875
2455.0001,50.0001,5.0001,130.0001,0.875
2455.0001,50.0001,5.0001,135.0001,0.875
2455.0001,50.0001,5.0001,140.0001,0.875
2455.0001,50.0001,5.0001,145.0001,0.875
2455.0001,50.0001,5.0001,150.0001,0.875
2455.0001,50.0001,5.0001,155.0001,0.875
2455.0001,50.0001,5.0001,160.0001,0.875
2455.0001,50.0001,5.0001,165.0001,0.875
2455.0001,50.0001,5.0001,170.0001,0.875
2455.0001,50.0001,5.0001,175.0001,0.875
2455.0001,50.0001,5.0001,180.0001,0.875
2455.0001,50.0001,5.0001,185.0001,0.875
2455.0001,50.0001,5.0001,190.0001,0.875
2455.0001,50.0001,5.0001,195.0001,0.875
2455.0001,50.0001,5.0001,200.0001,0.875
2455.0001,50.0001,8.0001,10.0001,0.125
2455.0001,50.0001,8.0001,15.0001,0.125
2455.0001,50.0001,8.0001,20.0001,0.125
2455.0001,50.0001,8.0001,25.0001,0.125
2455.0001,50.0001,8.0001,30.0001,0.125
2455.0001,50.0001,8.0001,35.0001,0.375
2455.0001,50.0001,8.0001,40.0001,0.625
2455.0001,50.0001,8.0001,45.0001,0.625
2455.0001,50.0001,8.0001,50.0001,0.625
2455.0001,50.0001,8.0001,55.0001,0.625
2455.0001,50.0001,8.0001,60.0001,0.625
2455.0001,50.0001,8.0001,65.0001,0.625
